total_pymnt_inv,int_rate,out_prncp,purpose,total_pymnt,zip_code,funded_amnt_inv,dti,revol_util,term,delinq_2yrs,total_rec_prncp,out_prncp_inv,emp_length,verification_status,funded_amnt,disbursement_method,home_ownership,loan_amnt,revol_bal,pub_rec,total_rec_int,recoveries,grade,addr_state,sub_grade,mths_since_last_record,total_bc_limit,inq_last_6mths,all_util,annual_inc,collection_recovery_fee,default_flag
6529.55,18.94,26097.13,home_improvement,6529.55,223xx,30000.0,23.29,89.4,36 months,1,3902.87,26097.13,10.0,Verified,30000,Cash,MORTGAGE,30000,61054,0,2626.68,0.0,D,VA,D2,76.0,64300,0.0,61.0,185000.0,0.0,0.0
9532.43,13.06,28335.12,home_improvement,9532.43,157xx,35000.0,20.96,39.4,36 months,0,6664.88,28335.12,10.0,Source Verified,35000,Cash,OWN,35000,33936,0,2867.55,0.0,C,PA,C1,76.0,59100,2.0,51.0,110000.0,0.0,0.0
44205.33,15.31,0.0,debt_consolidation,44205.3255044288,785xx,35000.0,3.33,68.3,60 months,0,35000.0,0.0,10.0,Source Verified,35000,Cash,MORTGAGE,35000,22144,1,9205.33,0.0,C,TX,C5,58.0,22200,0.0,68.0,220000.0,0.0,0.0
6365.31,21.49,1197.82,major_purchase,6365.31,463xx,5600.0,6.51,36.0,36 months,0,4402.18,1197.82,6.0,Source Verified,5600,Cash,RENT,5600,2301,3,1963.13,0.0,D,IN,D5,25.0,6400,2.0,84.0,90000.0,0.0,0.0
1819.44,8.19,28772.82,debt_consolidation,1819.44,105xx,30000.0,5.56,23.1,60 months,0,1227.18,28772.82,6.0,Not Verified,30000,DirectPay,MORTGAGE,30000,55222,0,592.26,0.0,A,NY,A4,76.0,54000,0.0,31.0,315000.0,0.0,0.0
832.08,12.73,4413.75,debt_consolidation,832.08,402xx,5000.0,24.68,51.2,36 months,1,586.25,4413.75,10.0,Source Verified,5000,Cash,MORTGAGE,5000,9010,0,245.83,0.0,B,KY,B5,76.0,10000,0.0,49.0,97500.0,0.0,0.0
4086.61,14.47,32946.53,debt_consolidation,4086.61,430xx,35000.0,9.54,56.1,60 months,0,2053.47,32946.53,2.0,Not Verified,35000,Cash,MORTGAGE,35000,18130,1,2033.14,0.0,C,OH,C2,88.0,27300,3.0,52.0,190000.0,0.0,0.0
3635.31,10.56,11258.76,debt_consolidation,3635.31,631xx,14000.0,42.67,38.2,36 months,0,2741.24,11258.76,4.0,Verified,14000,Cash,MORTGAGE,14000,11575,0,894.07,0.0,B,MO,B3,76.0,27500,0.0,57.0,21600.0,0.0,0.0
8679.89,10.9,20057.16,debt_consolidation,8679.89,430xx,26600.0,26.83,82.9,36 months,0,6542.84,20057.16,1.0,Verified,26600,Cash,RENT,26600,16827,0,2137.05,0.0,B,OH,B4,76.0,19300,1.0,81.0,48984.0,0.0,0.0
5961.93,9.17,0.0,credit_card,5961.93,856xx,5750.0,29.03,88.4,36 months,0,5750.0,0.0,3.0,Source Verified,5750,Cash,MORTGAGE,5750,48151,0,211.93,0.0,B,AZ,B2,76.0,54500,1.0,70.0,73505.0,0.0,0.0
8778.29,5.32,2863.3,debt_consolidation,8778.29,852xx,10800.0,13.99,12.1,36 months,0,7936.7,2863.3,1.0,Source Verified,10800,Cash,MORTGAGE,10800,2314,0,841.59,0.0,A,AZ,A1,76.0,16800,0.0,32.0,60000.0,0.0,0.0
4385.98,21.85,14379.55,debt_consolidation,4385.98,113xx,16000.0,15.38,64.3,60 months,0,1620.45,14379.55,8.0,Source Verified,16000,Cash,RENT,16000,9588,0,2765.53,0.0,D,NY,D5,76.0,8900,0.0,68.0,68000.0,0.0,0.0
4244.78,16.91,27362.95,credit_card,4244.78,474xx,30000.0,39.98,82.0,36 months,0,2637.05,27362.95,10.0,Source Verified,30000,Cash,RENT,30000,90892,0,1607.73,0.0,C,IN,C5,76.0,91700,2.0,63.0,157000.0,0.0,0.0
8176.42,9.49,0.0,debt_consolidation,8176.4179104727,349xx,8000.0,9.69,22.7,36 months,0,8000.0,0.0,1.0,Source Verified,8000,Cash,MORTGAGE,8000,7726,0,176.42,0.0,B,FL,B2,76.0,27400,1.0,23.0,40000.0,0.0,0.0
9879.86,7.91,0.0,debt_consolidation,9879.8580970975,799xx,9000.0,25.81,52.7,36 months,0,9000.0,0.0,8.0,Not Verified,9000,Cash,MORTGAGE,9000,5166,0,879.86,0.0,A,TX,A5,76.0,6300,0.0,65.0,77000.0,0.0,0.0
6019.95,16.01,11595.55,other,6019.95,802xx,15600.0,5.81,78.9,36 months,0,4004.45,11595.55,10.0,Source Verified,15600,Cash,MORTGAGE,15600,26749,1,2015.5,0.0,C,CO,C5,16.0,23800,0.0,77.0,250000.0,0.0,0.0
3838.4,10.47,17085.45,credit_card,3886.99,774xx,19750.0,20.4,74.8,36 months,0,2914.55,16871.88,10.0,Verified,20000,Cash,MORTGAGE,20000,34252,0,972.44,0.0,B,TX,B2,76.0,32200,2.0,55.0,65000.0,0.0,0.0
8603.39,11.99,0.0,debt_consolidation,8603.389642411,347xx,7200.0,32.49,94.3,36 months,0,7200.0,0.0,2.0,Source Verified,7200,Cash,RENT,7200,5661,0,1403.39,0.0,C,FL,C1,76.0,2900,0.0,58.0,29000.0,0.0,0.0
8834.9,15.31,0.0,debt_consolidation,8834.9034164805,132xx,7200.0,13.88,47.1,36 months,1,7200.0,0.0,1.0,Source Verified,7200,Cash,RENT,7200,7066,0,1634.9,0.0,C,NY,C5,76.0,11400,0.0,90.0,50000.0,0.0,0.0
356.39,17.97,4786.79,credit_card,356.39,060xx,5000.0,13.99,16.0,36 months,0,213.21,4786.79,7.0,Source Verified,5000,Cash,ANY,5000,4501,1,143.18,0.0,D,CT,D1,116.0,10600,2.0,47.0,83700.0,0.0,0.0
1573.2,17.97,9726.07,credit_card,1573.2,981xx,10400.0,10.64,36.5,60 months,0,673.93,9726.07,2.0,Source Verified,10400,DirectPay,RENT,10400,5915,0,899.27,0.0,D,WA,D1,76.0,6000,0.0,75.0,41184.0,0.0,0.0
195.18,7.02,3039.29,other,195.18,109xx,3200.0,2.34,13.2,36 months,0,160.71,3039.29,4.0,Not Verified,3200,Cash,OWN,3200,4389,0,34.47,0.0,A,NY,A2,76.0,22500,0.0,13.0,83000.0,0.0,0.0
2038.95,27.27,11249.98,debt_consolidation,2038.95,945xx,11850.0,32.81,49.1,60 months,0,600.02,11249.98,10.0,Verified,11850,Cash,MORTGAGE,11850,81934,0,1438.93,0.0,E,CA,E5,76.0,41000,0.0,59.0,82000.0,0.0,0.0
7942.0,14.46,0.0,debt_consolidation,7941.9971954801,329xx,6675.0,23.75,98.8,36 months,0,6675.0,0.0,10.0,Source Verified,6675,Cash,MORTGAGE,6675,6425,0,1267.0,0.0,C,FL,C4,76.0,6500,0.0,74.0,25056.0,0.0,0.0
21653.16,22.45,0.0,other,21653.1622064756,681xx,16000.0,20.79,81.2,60 months,0,16000.0,0.0,10.0,Source Verified,16000,Cash,MORTGAGE,16000,8604,2,5653.16,0.0,E,NE,E5,57.0,2700,1.0,88.0,51500.0,0.0,0.0
12999.01,15.59,10720.89,debt_consolidation,12999.01,973xx,18000.0,22.57,57.6,60 months,0,7279.11,10720.89,1.0,Source Verified,18000,Cash,MORTGAGE,18000,9848,1,5719.9,0.0,C,OR,C5,59.0,14000,0.0,86.0,79500.0,0.0,0.0
7320.66,12.74,7523.18,major_purchase,7320.66,757xx,12000.0,4.53,44.2,60 months,0,4476.82,7523.18,4.0,Not Verified,12000,Cash,OWN,12000,6847,0,2843.84,0.0,C,TX,C1,76.0,11000,0.0,44.0,75000.0,0.0,0.0
1062.97,11.55,9663.65,debt_consolidation,1062.97,180xx,10400.0,13.98,26.3,36 months,0,736.35,9663.65,5.0,Source Verified,10400,Cash,RENT,10400,6471,0,326.62,0.0,B,PA,B4,76.0,15100,2.0,40.0,65000.0,0.0,0.0
26148.09,16.99,0.0,debt_consolidation,26148.0854600127,770xx,23975.0,32.7,74.8,36 months,0,23975.0,0.0,10.0,Not Verified,23975,Cash,MORTGAGE,23975,28141,0,2173.09,0.0,D,TX,D1,76.0,30600,1.0,81.0,84000.0,0.0,0.0
5931.8,18.25,0.0,moving,5931.7988248457,787xx,5000.0,15.79,89.3,36 months,0,5000.0,0.0,1.0,Source Verified,5000,Cash,RENT,5000,8755,0,931.8,0.0,D,TX,D3,76.0,9800,0.0,92.0,65000.0,0.0,0.0
5965.43,5.32,537.25,credit_card,5965.43,752xx,6000.0,6.89,53.4,36 months,0,5462.75,537.25,2.0,Source Verified,6000,Cash,RENT,6000,6138,0,502.68,0.0,A,TX,A1,76.0,5400,0.0,56.0,43000.0,0.0,0.0
8106.44,9.92,21757.75,debt_consolidation,8106.44,921xx,28000.0,21.42,87.0,36 months,0,6242.25,21757.75,10.0,Not Verified,28000,Cash,RENT,28000,41924,0,1864.19,0.0,B,CA,B2,76.0,47150,0.0,87.0,85500.0,0.0,0.0
1167.22,23.4,4388.65,debt_consolidation,1167.22,539xx,5000.0,57.71,93.1,36 months,0,611.35,4388.65,10.0,Verified,5000,Cash,MORTGAGE,5000,14889,1,555.87,0.0,E,WI,E1,98.0,2500,1.0,75.0,46000.0,0.0,0.0
9815.33,8.24,3634.87,debt_consolidation,9815.33,607xx,12000.0,11.73,26.2,36 months,0,8365.13,3634.87,1.0,Source Verified,12000,Cash,RENT,12000,6291,2,1450.2,0.0,B,IL,B1,51.0,19300,0.0,26.0,105000.0,0.0,0.0
9990.65,25.81,26939.24,debt_consolidation,9990.65,895xx,30000.0,11.72,30.0,60 months,0,3060.76,26939.24,10.0,Source Verified,30000,Cash,RENT,30000,14593,0,6929.89,0.0,E,NV,E4,76.0,28000,0.0,54.0,125000.0,0.0,0.0
1363.25,13.56,13037.27,debt_consolidation,1363.25,925xx,14000.0,28.44,70.7,36 months,0,962.73,13037.27,6.0,Not Verified,14000,DirectPay,OWN,14000,13568,0,400.52,0.0,C,CA,C1,76.0,19200,0.0,71.0,21100.0,0.0,0.0
3608.86,5.31,11869.56,debt_consolidation,3608.86,853xx,15000.0,20.66,20.0,36 months,0,3130.44,11869.56,3.0,Source Verified,15000,Cash,MORTGAGE,15000,10917,0,478.42,0.0,A,AZ,A1,76.0,41800,0.0,47.0,55000.0,0.0,0.0
15780.25,14.46,11672.9,car,15780.25,378xx,21000.0,15.11,87.7,60 months,0,9327.1,11672.9,8.0,Source Verified,21000,Cash,OWN,21000,39902,0,6453.15,0.0,C,TN,C4,76.0,27600,0.0,83.0,80000.0,0.0,0.0
7115.08,5.32,0.0,debt_consolidation,7115.0777618181,660xx,6600.0,22.29,36.5,36 months,0,6600.0,0.0,6.0,Not Verified,6600,Cash,OWN,6600,27659,0,515.08,0.0,A,KS,A1,76.0,47200,1.0,60.0,97000.0,0.0,0.0
24707.65,30.75,0.0,credit_card,24707.6497041098,150xx,22300.0,27.93,31.4,60 months,0,22300.0,0.0,7.0,Source Verified,22300,Cash,MORTGAGE,22300,17379,1,2407.65,0.0,F,PA,F5,88.0,29600,2.0,34.0,45000.0,0.0,0.0
1062.83,12.98,15422.7,credit_card,1062.83,085xx,16000.0,32.26,61.9,60 months,0,577.3,15422.7,5.0,Source Verified,16000,Cash,MORTGAGE,16000,30025,0,485.53,0.0,B,NJ,B5,76.0,21300,0.0,82.0,136000.0,0.0,0.0
182.48,15.02,4693.62,debt_consolidation,182.48,232xx,4800.0,67.0,33.4,36 months,3,106.38,4693.62,6.0,Verified,4800,Cash,MORTGAGE,4800,6442,0,76.1,0.0,C,VA,C3,76.0,10800,1.0,73.0,60000.0,0.0,0.0
7846.45,11.99,0.0,moving,7846.450349224,222xx,7000.0,11.78,100.5,36 months,0,7000.0,0.0,5.0,Source Verified,7000,Cash,RENT,7000,5023,0,846.45,0.0,C,VA,C1,76.0,5000,1.0,91.0,48000.0,0.0,0.0
4640.08,18.45,13162.31,debt_consolidation,4640.08,371xx,16000.0,14.34,41.1,36 months,0,2837.69,13162.31,1.0,Source Verified,16000,Cash,RENT,16000,10022,0,1802.39,0.0,D,TN,D2,76.0,6800,1.0,45.0,37900.0,0.0,0.0
24398.47,5.32,1463.51,home_improvement,24398.47,731xx,24000.0,14.91,0.4,36 months,0,22536.49,1463.51,10.0,Not Verified,24000,Cash,MORTGAGE,24000,432,0,1861.98,0.0,A,OK,A1,76.0,91300,0.0,6.0,104000.0,0.0,0.0
11608.85,11.44,0.0,debt_consolidation,11608.8478254564,891xx,11000.0,10.11,80.4,36 months,0,11000.0,0.0,9.0,Source Verified,11000,Cash,RENT,11000,15195,0,608.85,0.0,B,NV,B4,76.0,2600,0.0,68.0,90000.0,0.0,0.0
771.37,19.92,9699.57,debt_consolidation,771.37,741xx,10000.0,13.92,64.2,60 months,0,300.43,9699.57,2.0,Source Verified,10000,Cash,MORTGAGE,10000,11173,0,470.94,0.0,D,OK,D3,76.0,13000,0.0,85.0,50000.0,0.0,0.0
4265.11,9.99,0.0,debt_consolidation,4265.11,325xx,4000.0,12.66,28.7,36 months,0,4000.0,0.0,5.0,Source Verified,4000,Cash,MORTGAGE,4000,2328,2,265.11,0.0,B,FL,B3,14.0,1000,1.0,58.0,44000.0,0.0,0.0
11058.56,6.72,20662.11,debt_consolidation,11058.56,066xx,30000.0,8.19,56.8,36 months,0,9337.89,20662.11,10.0,Source Verified,30000,Cash,MORTGAGE,30000,14196,0,1720.67,0.0,A,CT,A3,76.0,21000,0.0,57.0,80000.0,0.0,0.0
10866.41,24.37,0.0,debt_consolidation,10866.405460503,581xx,10000.0,7.09,69.7,60 months,0,10000.0,0.0,10.0,Not Verified,10000,Cash,MORTGAGE,10000,7463,0,866.41,0.0,E,ND,E2,76.0,10700,1.0,59.0,90000.0,0.0,0.0
19803.49,8.39,0.0,credit_card,19803.4857429182,282xx,17500.0,10.37,45.8,36 months,2,17500.0,0.0,1.0,Not Verified,17500,Cash,RENT,17500,12969,0,2303.49,0.0,B,NC,B1,76.0,23700,0.0,49.0,90000.0,0.0,0.0
366.15,6.46,3695.38,credit_card,366.15,378xx,4000.0,11.88,22.8,36 months,0,304.62,3695.38,6.0,Source Verified,4000,DirectPay,MORTGAGE,4000,7962,1,61.53,0.0,A,TN,A1,68.0,20500,0.0,42.0,50000.0,0.0,0.0
1892.9,8.81,18527.05,credit_card,1892.9,117xx,20000.0,30.96,98.2,36 months,0,1472.95,18527.05,3.0,Source Verified,20000,DirectPay,RENT,20000,30259,0,419.95,0.0,A,NY,A5,76.0,30800,0.0,78.0,50000.0,0.0,0.0
2918.64,6.08,5493.27,house,2918.64,895xx,8000.0,0.55,4.6,36 months,0,2506.73,5493.27,2.0,Source Verified,8000,Cash,RENT,8000,1531,0,411.91,0.0,A,NV,A2,76.0,33500,0.0,5.0,55000.0,0.0,0.0
7015.05,16.99,0.0,debt_consolidation,7015.0515721149,113xx,6000.0,5.99,41.6,36 months,1,6000.0,0.0,3.0,Source Verified,6000,Cash,RENT,6000,6029,0,1015.05,0.0,D,NY,D1,76.0,12700,0.0,50.0,85000.0,0.0,0.0
19192.86,14.49,0.0,credit_card,19192.8558877251,467xx,17000.0,19.44,48.1,60 months,0,17000.0,0.0,9.0,Not Verified,17000,Cash,RENT,17000,28540,0,2192.86,0.0,C,IN,C4,76.0,52900,1.0,52.0,41000.0,0.0,0.0
1754.34,9.43,4124.15,debt_consolidation,1754.34,770xx,5500.0,14.23,61.3,36 months,0,1375.85,4124.15,1.0,Not Verified,5500,Cash,RENT,5500,3986,0,378.49,0.0,B,TX,B1,76.0,5100,0.0,94.0,36000.0,0.0,0.0
20488.27,9.16,0.0,debt_consolidation,20488.27,913xx,18000.0,11.85,69.8,36 months,0,18000.0,0.0,9.0,Source Verified,18000,Cash,RENT,18000,21221,0,2488.27,0.0,B,CA,B2,76.0,12400,0.0,63.0,89000.0,0.0,0.0
1024.2,14.47,4308.97,debt_consolidation,1024.2,104xx,5000.0,8.11,53.1,36 months,0,691.03,4308.97,10.0,Not Verified,5000,Cash,RENT,5000,4244,0,333.17,0.0,C,NY,C2,76.0,4300,0.0,53.0,33000.0,0.0,0.0
901.54,10.47,6325.86,home_improvement,901.54,070xx,7000.0,14.39,75.4,36 months,0,674.14,6325.86,10.0,Not Verified,7000,Cash,RENT,7000,18245,0,227.4,0.0,B,NJ,B2,76.0,19200,0.0,100.0,80000.0,0.0,0.0
4562.87,11.06,16610.3,home_improvement,4562.87,240xx,20000.0,37.48,27.7,36 months,0,3389.7,16610.3,2.0,Not Verified,20000,Cash,MORTGAGE,20000,9815,0,1173.17,0.0,B,VA,B3,76.0,25100,0.0,60.0,60000.0,0.0,0.0
849.0,27.27,15741.98,credit_card,849.0,125xx,16000.0,14.73,33.1,60 months,0,258.02,15741.98,9.0,Source Verified,16000,Cash,MORTGAGE,16000,10282,1,590.98,0.0,E,NY,E5,23.0,12700,2.0,61.0,120000.0,0.0,0.0
2752.89,20.89,33976.13,debt_consolidation,2752.89,300xx,35000.0,16.03,45.0,60 months,0,1023.87,33976.13,2.0,Source Verified,35000,Cash,MORTGAGE,35000,24050,0,1729.02,0.0,D,GA,D4,76.0,31200,3.0,76.0,119000.0,0.0,0.0
4060.67,13.56,17202.26,debt_consolidation,4060.67,720xx,20000.0,30.67,63.3,36 months,0,2797.74,17202.26,10.0,Not Verified,20000,Cash,MORTGAGE,20000,13033,1,1262.93,0.0,C,AR,C1,113.0,13400,1.0,72.0,65000.0,0.0,0.0
19115.04,11.99,11304.14,debt_consolidation,19115.04,605xx,23925.0,21.31,14.2,60 months,0,12620.86,11304.14,4.0,Not Verified,23925,Cash,RENT,23925,8862,0,6494.18,0.0,C,IL,C1,76.0,58600,2.0,43.0,70000.0,0.0,0.0
4840.83,14.46,1121.12,medical,4840.83,656xx,4800.0,20.5,47.2,36 months,0,3678.88,1121.12,6.0,Verified,4800,Cash,RENT,4800,2312,0,1161.95,0.0,C,TX,C4,76.0,1800,0.0,62.0,22000.0,0.0,0.0
6324.08,17.97,21125.95,credit_card,6324.08,175xx,25000.0,60.8,86.6,36 months,0,3874.05,21125.95,5.0,Verified,25000,Cash,MORTGAGE,25000,19475,0,2450.03,0.0,D,PA,D1,76.0,9000,0.0,68.0,15000.0,0.0,0.0
15269.55,13.67,10691.99,credit_card,15269.55,220xx,20000.0,13.14,75.9,60 months,0,9308.01,10691.99,4.0,Not Verified,20000,Cash,RENT,20000,20725,0,5961.54,0.0,C,VA,C3,76.0,21300,0.0,74.0,80000.0,0.0,0.0
10883.99,11.98,0.0,debt_consolidation,10883.9922980523,925xx,10400.0,7.93,59.0,36 months,1,10400.0,0.0,2.0,Verified,10400,Cash,MORTGAGE,10400,14488,1,483.99,0.0,B,CA,B5,48.0,11750,4.0,59.0,221000.0,0.0,0.0
24536.8,15.59,6604.15,credit_card,24536.8,949xx,25000.0,13.11,78.2,36 months,0,18395.85,6604.15,7.0,Source Verified,25000,Cash,RENT,25000,42992,0,6140.95,0.0,C,CA,C5,76.0,40100,2.0,74.0,470000.0,0.0,0.0
15148.64,26.49,0.0,car,15148.6440762392,762xx,11975.0,7.72,41.7,60 months,1,11975.0,0.0,2.0,Source Verified,11975,Cash,MORTGAGE,11975,5176,0,3173.64,0.0,F,TX,F2,76.0,8400,3.0,62.0,330000.0,0.0,0.0
1207.52,24.37,15381.97,debt_consolidation,1207.52,900xx,16000.0,25.75,57.7,36 months,0,618.03,15381.97,10.0,Source Verified,16000,Cash,RENT,16000,14956,0,589.49,0.0,E,CA,E2,76.0,17300,0.0,59.0,52000.0,0.0,0.0
18113.44,13.99,0.0,debt_consolidation,18113.4364586727,104xx,15000.0,18.18,56.4,36 months,0,15000.0,0.0,8.0,Not Verified,15000,Cash,MORTGAGE,15000,16460,0,3113.44,0.0,C,NY,C4,76.0,24300,0.0,65.0,75000.0,0.0,0.0
9425.74,19.53,0.0,debt_consolidation,9456.6396195215,460xx,7625.0,37.05,60.6,36 months,2,7650.0,0.0,3.0,Not Verified,7650,Cash,RENT,7650,20547,0,1806.64,0.0,D,IN,D5,76.0,13500,1.0,63.0,57000.0,0.0,0.0
5108.28,11.98,18024.34,house,5108.28,781xx,21000.0,2.93,14.7,60 months,0,2975.66,18024.34,7.0,Source Verified,21000,Cash,MORTGAGE,21000,2271,0,2132.62,0.0,B,TX,B5,76.0,15500,1.0,25.0,121400.0,0.0,0.0
16413.02,19.99,9684.31,debt_consolidation,16667.66,329xx,17725.0,34.86,36.2,60 months,0,8315.69,9536.36,10.0,Verified,18000,Cash,RENT,18000,18269,0,8351.97,0.0,E,FL,E1,76.0,17300,2.0,36.0,46000.0,0.0,0.0
23115.22,13.99,7259.16,debt_consolidation,23115.22,781xx,25000.0,28.93,70.0,36 months,0,17740.84,7259.16,5.0,Verified,25000,Cash,MORTGAGE,25000,33199,1,5374.38,0.0,C,TX,C3,59.0,31450,0.0,70.0,56000.0,0.0,0.0
1254.7,8.81,6067.76,home_improvement,1254.7,891xx,7225.0,5.21,23.3,36 months,0,1157.24,6067.76,2.0,Not Verified,7225,Cash,MORTGAGE,7225,4959,0,97.46,0.0,A,NV,A5,76.0,17000,0.0,23.0,35000.0,0.0,0.0
2768.21,6.83,7688.11,debt_consolidation,2768.21,104xx,10000.0,10.57,8.8,36 months,0,2311.89,7688.11,5.0,Not Verified,10000,Cash,RENT,10000,5961,0,456.32,0.0,A,NY,A3,76.0,47300,1.0,57.0,90000.0,0.0,0.0
1149.09,9.44,2092.36,other,1149.09,068xx,3000.0,17.87,16.0,36 months,0,907.64,2092.36,10.0,Source Verified,3000,Cash,RENT,3000,5825,0,241.45,0.0,B,CT,B1,76.0,36500,0.0,26.0,50000.0,0.0,0.0
987.01,11.8,9294.54,credit_card,987.01,982xx,10000.0,16.08,75.1,36 months,0,705.46,9294.54,6.0,Not Verified,10000,Cash,OWN,10000,16000,0,281.55,0.0,B,WA,B4,76.0,19100,0.0,75.0,50000.0,0.0,0.0
8348.65,9.44,13419.08,other,8348.65,088xx,20000.0,19.63,86.2,36 months,0,6580.92,13419.08,8.0,Source Verified,20000,Cash,RENT,20000,15946,0,1767.73,0.0,B,NJ,B1,76.0,11000,1.0,52.0,70000.0,0.0,0.0
18958.33,11.47,11263.82,credit_card,18958.33,176xx,24000.0,8.97,53.9,60 months,1,12736.18,11263.82,4.0,Source Verified,24000,Cash,MORTGAGE,24000,36343,1,6222.15,0.0,B,PA,B5,66.0,55100,1.0,54.0,114000.0,0.0,0.0
5092.91,14.99,0.0,home_improvement,5092.9067130477,925xx,5000.0,16.72,22.5,36 months,1,5000.0,0.0,10.0,Not Verified,5000,Cash,MORTGAGE,5000,4548,0,92.91,0.0,C,CA,C4,76.0,12500,2.0,57.0,58000.0,0.0,0.0
2459.19,10.75,0.0,other,2459.19,973xx,2400.0,34.74,71.3,36 months,0,2400.0,0.0,2.0,Verified,2400,Cash,RENT,2400,8414,0,59.19,0.0,B,OR,B4,76.0,3500,0.0,60.0,36000.0,0.0,0.0
375.62,16.14,5163.22,other,375.62,131xx,5400.0,13.15,68.5,36 months,0,236.78,5163.22,3.0,Not Verified,5400,Cash,RENT,5400,9586,0,138.84,0.0,C,NY,C4,76.0,9200,0.0,118.0,36500.0,0.0,0.0
1502.67,16.01,0.0,renewable_energy,1502.6724999998,917xx,1500.0,3.39,92.4,36 months,0,1500.0,0.0,7.0,Source Verified,1500,Cash,RENT,1500,4896,0,2.67,0.0,C,CA,C5,76.0,5300,0.0,49.0,85000.0,0.0,0.0
2592.27,10.41,6021.07,debt_consolidation,2592.27,371xx,8000.0,25.55,47.0,36 months,0,1978.93,6021.07,2.0,Not Verified,8000,Cash,MORTGAGE,8000,12785,0,613.34,0.0,B,TN,B3,76.0,25300,0.0,62.0,45000.0,0.0,0.0
1197.25,6.11,5497.46,major_purchase,1197.25,794xx,6500.0,24.62,32.5,36 months,0,1002.54,5497.46,10.0,Not Verified,6500,Cash,MORTGAGE,6500,34524,0,194.71,0.0,A,TX,A1,76.0,100800,0.0,36.0,111000.0,0.0,0.0
5550.54,15.49,16317.19,debt_consolidation,5550.54,546xx,20000.0,36.61,61.8,36 months,0,3682.81,16317.19,8.0,Not Verified,20000,Cash,MORTGAGE,20000,34809,0,1867.73,0.0,C,WI,C4,76.0,37800,2.0,69.0,133000.0,0.0,0.0
5392.52,10.07,24640.48,house,5392.52,310xx,28000.0,2.96,30.6,60 months,0,3359.52,24640.48,10.0,Verified,28000,Cash,OWN,28000,4436,1,2033.0,0.0,B,GA,B2,94.0,11500,0.0,31.0,53087.0,0.0,0.0
11336.9,19.53,0.0,home_improvement,11336.9002543648,785xx,10000.0,27.21,48.7,36 months,1,10000.0,0.0,6.0,Source Verified,10000,Cash,MORTGAGE,10000,5946,0,1336.9,0.0,D,TX,D5,76.0,2600,0.0,52.0,49000.0,0.0,0.0
1464.56,6.46,14781.56,debt_consolidation,1464.56,705xx,16000.0,18.5,48.5,36 months,0,1218.44,14781.56,1.0,Source Verified,16000,DirectPay,RENT,16000,19169,0,246.12,0.0,A,LA,A1,76.0,24900,0.0,107.0,55000.0,0.0,0.0
5199.99,12.62,13765.51,debt_consolidation,5199.99,307xx,16800.0,20.71,17.0,60 months,0,3034.49,13765.51,5.0,Source Verified,16800,Cash,OWN,16800,1597,1,2165.5,0.0,C,GA,C1,62.0,5700,1.0,64.0,47460.0,0.0,0.0
2804.7,7.34,7701.86,debt_consolidation,2804.7,640xx,10000.0,5.43,22.3,36 months,0,2298.14,7701.86,10.0,Not Verified,10000,Cash,RENT,10000,7609,1,506.56,0.0,A,MO,A4,115.0,29500,0.0,22.0,36000.0,0.0,0.0
1700.24,6.19,6558.22,other,1700.24,857xx,8000.0,25.89,16.4,36 months,0,1441.78,6558.22,6.0,Not Verified,8000,Cash,OWN,8000,4683,0,258.46,0.0,A,AZ,A2,76.0,27500,0.0,33.0,35000.0,0.0,0.0
5001.79,17.47,17746.76,debt_consolidation,5001.79,480xx,20000.0,17.48,67.0,60 months,0,2253.24,17746.76,1.0,Not Verified,20000,Cash,MORTGAGE,20000,17410,0,2748.55,0.0,D,MI,D1,76.0,23000,0.0,70.0,60000.0,0.0,0.0
12734.41,11.55,13403.35,debt_consolidation,12734.41,919xx,25000.0,12.08,8.5,60 months,0,11596.65,13403.35,1.0,Not Verified,25000,Cash,RENT,25000,7125,0,1137.76,0.0,B,CA,B4,76.0,69700,1.0,17.0,75000.0,0.0,0.0
1685.73,22.35,19486.64,debt_consolidation,1685.73,370xx,20050.0,28.85,87.9,60 months,0,563.36,19486.64,6.0,Not Verified,20050,Cash,RENT,20050,20742,0,1122.37,0.0,D,TN,D5,76.0,14700,0.0,88.0,49788.0,0.0,0.0
580.03,18.45,1645.27,other,580.03,238xx,2000.0,9.12,94.0,36 months,0,354.73,1645.27,2.0,Not Verified,2000,Cash,RENT,2000,3383,0,225.3,0.0,D,VA,D2,76.0,3600,0.0,94.0,15000.0,0.0,0.0
14076.01,26.3,0.0,other,14076.010012001,797xx,12000.0,17.11,70.0,36 months,3,12000.0,0.0,10.0,Not Verified,12000,Cash,RENT,12000,3011,0,2076.01,0.0,E,TX,E5,76.0,3500,0.0,70.0,58000.0,0.0,0.0
1120.35,8.19,11108.37,debt_consolidation,1120.35,630xx,12000.0,14.66,20.8,36 months,0,891.63,11108.37,1.0,Not Verified,12000,Cash,MORTGAGE,12000,23466,0,228.72,0.0,A,MO,A4,76.0,77000,0.0,31.0,100000.0,0.0,0.0
7802.77,11.47,0.0,other,7802.7744328062,210xx,7200.0,23.46,67.5,36 months,0,7200.0,0.0,10.0,Not Verified,7200,Cash,RENT,7200,25457,0,602.77,0.0,B,MD,B5,76.0,36200,0.0,73.0,71000.0,0.0,0.0
